id_client,semana,predicciones,probabilidad,tipo_alerta
159313,2024-06-10,1.0,0.666,riesgo
753808,2024-06-03,1.0,0.666,riesgo
179573,2024-06-17,1.0,0.666,riesgo
119198,2024-06-10,1.0,0.666,riesgo
817245,2024-06-10,1.0,0.666,riesgo
14037,2024-06-03,1.0,0.666,riesgo
770516,2024-06-03,1.0,0.666,riesgo
188870,2024-06-17,1.0,0.666,riesgo
133330,2024-06-24,1.0,0.666,riesgo
183290,2024-06-24,1.0,0.666,riesgo
796928,2024-06-03,1.0,0.666,riesgo
178068,2024-06-24,1.0,0.666,riesgo
129003,2024-06-10,1.0,0.666,riesgo
778784,2024-06-10,1.0,0.666,riesgo
179897,2024-06-03,1.0,0.666,riesgo
77604,2024-06-10,1.0,0.666,riesgo
800850,2024-06-10,1.0,0.666,riesgo
171107,2024-06-17,1.0,0.666,riesgo
814713,2024-06-17,1.0,0.666,riesgo
173656,2024-06-17,1.0,0.666,riesgo
119605,2024-06-17,1.0,0.666,riesgo
727457,2024-06-03,1.0,0.666,riesgo
809390,2024-06-24,1.0,0.666,riesgo
811264,2024-06-10,1.0,0.666,riesgo
819215,2024-06-17,1.0,0.666,riesgo
809935,2024-06-24,1.0,0.666,riesgo
192948,2024-06-24,1.0,0.666,riesgo
177086,2024-06-10,1.0,0.666,riesgo
796976,2024-06-10,1.0,0.666,riesgo
177384,2024-06-24,1.0,0.666,riesgo
819578,2024-06-10,1.0,0.666,riesgo
171507,2024-06-17,1.0,0.666,riesgo
807992,2024-06-24,1.0,0.666,riesgo
819864,2024-06-03,1.0,0.666,riesgo
191437,2024-06-24,1.0,0.666,riesgo
810734,2024-06-03,1.0,0.666,riesgo
799145,2024-06-24,1.0,0.666,riesgo
785457,2024-06-24,1.0,0.666,riesgo
174707,2024-06-10,1.0,0.666,riesgo
819451,2024-06-10,1.0,0.666,riesgo
113776,2024-06-17,1.0,0.666,riesgo
78869,2024-06-10,1.0,0.667,riesgo
799195,2024-06-03,1.0,0.667,riesgo
119615,2024-06-03,1.0,0.667,riesgo
781118,2024-06-17,1.0,0.667,riesgo
167980,2024-06-03,1.0,0.667,riesgo
809591,2024-06-24,1.0,0.667,riesgo
736058,2024-06-24,1.0,0.667,riesgo
816084,2024-06-03,1.0,0.667,riesgo
802017,2024-06-24,1.0,0.667,riesgo
804893,2024-06-17,1.0,0.667,riesgo
137437,2024-06-17,1.0,0.667,riesgo
67711,2024-06-10,1.0,0.667,riesgo
170830,2024-06-03,1.0,0.667,riesgo
164546,2024-06-17,1.0,0.667,riesgo
812479,2024-06-17,1.0,0.667,riesgo
812119,2024-06-17,1.0,0.667,riesgo
179515,2024-06-17,1.0,0.667,riesgo
119667,2024-06-10,1.0,0.667,riesgo
9483,2024-06-10,1.0,0.667,riesgo
815456,2024-06-24,1.0,0.667,riesgo
798094,2024-06-24,1.0,0.667,riesgo
785836,2024-06-10,1.0,0.667,riesgo
811493,2024-06-10,1.0,0.667,riesgo
192300,2024-06-24,1.0,0.667,riesgo
190394,2024-06-24,1.0,0.667,riesgo
170755,2024-06-10,1.0,0.667,riesgo
818156,2024-06-10,1.0,0.667,riesgo
35187,2024-06-03,1.0,0.667,riesgo
167135,2024-06-24,1.0,0.667,riesgo
169753,2024-06-24,1.0,0.667,riesgo
820183,2024-06-24,1.0,0.667,riesgo
798554,2024-06-24,1.0,0.667,riesgo
181035,2024-06-10,1.0,0.668,riesgo
819257,2024-06-17,1.0,0.668,riesgo
12660,2024-06-10,1.0,0.668,riesgo
757260,2024-06-24,1.0,0.668,riesgo
794352,2024-06-17,1.0,0.668,riesgo
815935,2024-06-17,1.0,0.668,riesgo
128321,2024-06-17,1.0,0.668,riesgo
819230,2024-06-10,1.0,0.668,riesgo
754303,2024-06-10,1.0,0.668,riesgo
3177,2024-06-24,1.0,0.668,riesgo
809739,2024-06-24,1.0,0.668,riesgo
772011,2024-06-03,1.0,0.668,riesgo
175795,2024-06-10,1.0,0.668,riesgo
795596,2024-06-17,1.0,0.668,riesgo
811087,2024-06-17,1.0,0.668,riesgo
815735,2024-06-10,1.0,0.668,riesgo
175141,2024-06-10,1.0,0.668,riesgo
175767,2024-06-03,1.0,0.668,riesgo
48555,2024-06-03,1.0,0.668,riesgo
718366,2024-06-10,1.0,0.668,riesgo
26954,2024-06-10,1.0,0.668,riesgo
190999,2024-06-17,1.0,0.668,riesgo
165824,2024-06-24,1.0,0.668,riesgo
126011,2024-06-24,1.0,0.668,riesgo
170618,2024-06-10,1.0,0.668,riesgo
181932,2024-06-10,1.0,0.668,riesgo
819138,2024-06-10,1.0,0.668,riesgo
192261,2024-06-24,1.0,0.668,riesgo
19067,2024-06-17,1.0,0.668,riesgo
819095,2024-06-10,1.0,0.668,riesgo
191276,2024-06-24,1.0,0.668,riesgo
818849,2024-06-10,1.0,0.668,riesgo
19069,2024-06-03,1.0,0.668,riesgo
814713,2024-06-24,1.0,0.668,riesgo
816941,2024-06-10,1.0,0.668,riesgo
180370,2024-06-10,1.0,0.668,riesgo
192698,2024-06-10,1.0,0.668,riesgo
179660,2024-06-24,1.0,0.668,riesgo
752244,2024-06-10,1.0,0.668,riesgo
171115,2024-06-17,1.0,0.668,riesgo
184511,2024-06-17,1.0,0.669,riesgo
819743,2024-06-17,1.0,0.669,riesgo
803862,2024-06-03,1.0,0.669,riesgo
755056,2024-06-24,1.0,0.669,riesgo
82888,2024-06-24,1.0,0.669,riesgo
808913,2024-06-17,1.0,0.669,riesgo
76313,2024-06-10,1.0,0.669,riesgo
288,2024-06-10,1.0,0.669,riesgo
759653,2024-06-10,1.0,0.669,riesgo
804182,2024-06-03,1.0,0.669,riesgo
166139,2024-06-24,1.0,0.669,riesgo
819722,2024-06-17,1.0,0.669,riesgo
772240,2024-06-03,1.0,0.669,riesgo
809432,2024-06-10,1.0,0.669,riesgo
181343,2024-06-10,1.0,0.669,riesgo
136221,2024-06-24,1.0,0.669,riesgo
36584,2024-06-17,1.0,0.669,riesgo
157547,2024-06-24,1.0,0.669,riesgo
83472,2024-06-17,1.0,0.669,riesgo
800069,2024-06-17,1.0,0.669,riesgo
799082,2024-06-24,1.0,0.669,riesgo
88508,2024-06-10,1.0,0.669,riesgo
723967,2024-06-17,1.0,0.669,riesgo
155588,2024-06-03,1.0,0.669,riesgo
192006,2024-06-10,1.0,0.669,riesgo
795630,2024-06-10,1.0,0.669,riesgo
800328,2024-06-10,1.0,0.669,riesgo
764734,2024-06-24,1.0,0.669,riesgo
47567,2024-06-03,1.0,0.669,riesgo
780573,2024-06-17,1.0,0.669,riesgo
819732,2024-06-24,1.0,0.67,riesgo
9802,2024-06-10,1.0,0.67,riesgo
169155,2024-06-24,1.0,0.67,riesgo
812312,2024-06-10,1.0,0.67,riesgo
156698,2024-06-24,1.0,0.67,riesgo
46680,2024-06-17,1.0,0.67,riesgo
792997,2024-06-24,1.0,0.67,riesgo
120069,2024-06-03,1.0,0.67,riesgo
192372,2024-06-03,1.0,0.67,riesgo
38600,2024-06-17,1.0,0.67,riesgo
160924,2024-06-24,1.0,0.67,riesgo
813985,2024-06-03,1.0,0.67,riesgo
132035,2024-06-17,1.0,0.67,riesgo
8665,2024-06-17,1.0,0.67,riesgo
765263,2024-06-10,1.0,0.67,riesgo
182818,2024-06-10,1.0,0.67,riesgo
815648,2024-06-10,1.0,0.67,riesgo
819148,2024-06-03,1.0,0.67,riesgo
15907,2024-06-17,1.0,0.67,riesgo
174283,2024-06-24,1.0,0.67,riesgo
813126,2024-06-10,1.0,0.67,riesgo
160080,2024-06-10,1.0,0.67,riesgo
163327,2024-06-17,1.0,0.67,riesgo
816023,2024-06-10,1.0,0.67,riesgo
815890,2024-06-03,1.0,0.67,riesgo
185725,2024-06-24,1.0,0.67,riesgo
190689,2024-06-24,1.0,0.67,riesgo
180805,2024-06-03,1.0,0.67,riesgo
63103,2024-06-24,1.0,0.67,riesgo
815853,2024-06-10,1.0,0.67,riesgo
814820,2024-06-03,1.0,0.671,riesgo
819791,2024-06-24,1.0,0.671,riesgo
135221,2024-06-17,1.0,0.671,riesgo
12754,2024-06-03,1.0,0.671,riesgo
162383,2024-06-17,1.0,0.671,riesgo
814380,2024-06-10,1.0,0.671,riesgo
120000,2024-06-10,1.0,0.671,riesgo
180817,2024-06-10,1.0,0.671,riesgo
819257,2024-06-24,1.0,0.671,riesgo
819282,2024-06-24,1.0,0.671,riesgo
813623,2024-06-03,1.0,0.671,riesgo
176917,2024-06-24,1.0,0.671,riesgo
191543,2024-06-24,1.0,0.671,riesgo
192326,2024-06-24,1.0,0.671,riesgo
136437,2024-06-17,1.0,0.671,riesgo
180300,2024-06-10,1.0,0.671,riesgo
176755,2024-06-03,1.0,0.671,riesgo
796983,2024-06-10,1.0,0.671,riesgo
189342,2024-06-24,1.0,0.671,riesgo
81332,2024-06-17,1.0,0.671,riesgo
161619,2024-06-10,1.0,0.671,riesgo
818085,2024-06-10,1.0,0.671,riesgo
811677,2024-06-24,1.0,0.671,riesgo
816045,2024-06-10,1.0,0.671,riesgo
178259,2024-06-10,1.0,0.671,riesgo
189911,2024-06-03,1.0,0.671,riesgo
176744,2024-06-17,1.0,0.671,riesgo
181744,2024-06-03,1.0,0.671,riesgo
176603,2024-06-24,1.0,0.671,riesgo
190999,2024-06-24,1.0,0.671,riesgo
167144,2024-06-24,1.0,0.671,riesgo
747744,2024-06-24,1.0,0.671,riesgo
810118,2024-06-17,1.0,0.671,riesgo
191147,2024-06-10,1.0,0.671,riesgo
166488,2024-06-10,1.0,0.671,riesgo
188275,2024-06-10,1.0,0.671,riesgo
177897,2024-06-03,1.0,0.671,riesgo
135201,2024-06-10,1.0,0.671,riesgo
792762,2024-06-03,1.0,0.671,riesgo
816003,2024-06-03,1.0,0.671,riesgo
76726,2024-06-24,1.0,0.671,riesgo
175522,2024-06-24,1.0,0.672,riesgo
819535,2024-06-17,1.0,0.672,riesgo
172073,2024-06-24,1.0,0.672,riesgo
819743,2024-06-24,1.0,0.672,riesgo
193009,2024-06-10,1.0,0.672,riesgo
723967,2024-06-24,1.0,0.672,riesgo
178562,2024-06-10,1.0,0.672,riesgo
795263,2024-06-03,1.0,0.672,riesgo
167959,2024-06-24,1.0,0.672,riesgo
165530,2024-06-24,1.0,0.672,riesgo
137437,2024-06-24,1.0,0.672,riesgo
120106,2024-06-17,1.0,0.672,riesgo
177054,2024-06-24,1.0,0.672,riesgo
193277,2024-06-17,1.0,0.672,riesgo
756433,2024-06-17,1.0,0.672,riesgo
184951,2024-06-24,1.0,0.672,riesgo
190639,2024-06-24,1.0,0.672,riesgo
729761,2024-06-10,1.0,0.672,riesgo
12388,2024-06-03,1.0,0.672,riesgo
167385,2024-06-03,1.0,0.672,riesgo
184101,2024-06-24,1.0,0.672,riesgo
185908,2024-06-17,1.0,0.672,riesgo
815173,2024-06-10,1.0,0.672,riesgo
128321,2024-06-24,1.0,0.672,riesgo
136515,2024-06-03,1.0,0.672,riesgo
783203,2024-06-03,1.0,0.672,riesgo
19067,2024-06-24,1.0,0.672,riesgo
183602,2024-06-24,1.0,0.673,riesgo
780573,2024-06-24,1.0,0.673,riesgo
818029,2024-06-03,1.0,0.673,riesgo
188274,2024-06-17,1.0,0.673,riesgo
43509,2024-06-24,1.0,0.673,riesgo
184958,2024-06-17,1.0,0.673,riesgo
812822,2024-06-10,1.0,0.673,riesgo
809019,2024-06-24,1.0,0.673,riesgo
800126,2024-06-17,1.0,0.673,riesgo
816698,2024-06-17,1.0,0.673,riesgo
803262,2024-06-03,1.0,0.673,riesgo
82121,2024-06-24,1.0,0.673,riesgo
140280,2024-06-17,1.0,0.673,riesgo
812112,2024-06-10,1.0,0.673,riesgo
813547,2024-06-24,1.0,0.673,riesgo
175931,2024-06-03,1.0,0.673,riesgo
167334,2024-06-10,1.0,0.673,riesgo
164344,2024-06-24,1.0,0.673,riesgo
188960,2024-06-03,1.0,0.673,riesgo
191511,2024-06-24,1.0,0.673,riesgo
89727,2024-06-17,1.0,0.673,riesgo
166177,2024-06-03,1.0,0.673,riesgo
163798,2024-06-10,1.0,0.673,riesgo
810118,2024-06-10,1.0,0.673,riesgo
134918,2024-06-17,1.0,0.673,riesgo
130175,2024-06-17,1.0,0.673,riesgo
106280,2024-06-17,1.0,0.674,riesgo
814187,2024-06-24,1.0,0.674,riesgo
796977,2024-06-17,1.0,0.674,riesgo
136313,2024-06-24,1.0,0.674,riesgo
176418,2024-06-17,1.0,0.674,riesgo
779313,2024-06-10,1.0,0.674,riesgo
159874,2024-06-10,1.0,0.674,riesgo
41896,2024-06-17,1.0,0.674,riesgo
73388,2024-06-17,1.0,0.674,riesgo
179664,2024-06-10,1.0,0.674,riesgo
808278,2024-06-10,1.0,0.674,riesgo
170965,2024-06-03,1.0,0.674,riesgo
807036,2024-06-10,1.0,0.674,riesgo
819296,2024-06-17,1.0,0.674,riesgo
811109,2024-06-17,1.0,0.674,riesgo
169999,2024-06-10,1.0,0.674,riesgo
135757,2024-06-17,1.0,0.674,riesgo
819539,2024-06-17,1.0,0.674,riesgo
172628,2024-06-24,1.0,0.674,riesgo
164039,2024-06-17,1.0,0.674,riesgo
185746,2024-06-03,1.0,0.674,riesgo
67531,2024-06-10,1.0,0.674,riesgo
173415,2024-06-24,1.0,0.674,riesgo
819565,2024-06-17,1.0,0.674,riesgo
815672,2024-06-10,1.0,0.674,riesgo
731497,2024-06-17,1.0,0.674,riesgo
184617,2024-06-17,1.0,0.674,riesgo
177052,2024-06-03,1.0,0.674,riesgo
788411,2024-06-03,1.0,0.674,riesgo
184234,2024-06-03,1.0,0.674,riesgo
162544,2024-06-17,1.0,0.674,riesgo
170353,2024-06-17,1.0,0.674,riesgo
798299,2024-06-10,1.0,0.674,riesgo
12965,2024-06-03,1.0,0.674,riesgo
192546,2024-06-10,1.0,0.674,riesgo
808218,2024-06-24,1.0,0.674,riesgo
164663,2024-06-17,1.0,0.675,riesgo
166480,2024-06-24,1.0,0.675,riesgo
179660,2024-06-17,1.0,0.675,riesgo
758847,2024-06-03,1.0,0.675,riesgo
68328,2024-06-17,1.0,0.675,riesgo
819907,2024-06-10,1.0,0.675,riesgo
185760,2024-06-24,1.0,0.675,riesgo
136831,2024-06-03,1.0,0.675,riesgo
162605,2024-06-17,1.0,0.675,riesgo
763012,2024-06-10,1.0,0.675,riesgo
159534,2024-06-17,1.0,0.675,riesgo
179366,2024-06-24,1.0,0.675,riesgo
167102,2024-06-03,1.0,0.675,riesgo
819249,2024-06-03,1.0,0.675,riesgo
158883,2024-06-10,1.0,0.675,riesgo
165175,2024-06-10,1.0,0.675,riesgo
778500,2024-06-17,1.0,0.675,riesgo
776780,2024-06-17,1.0,0.675,riesgo
813124,2024-06-24,1.0,0.675,riesgo
187769,2024-06-03,1.0,0.675,riesgo
169698,2024-06-17,1.0,0.675,riesgo
763963,2024-06-03,1.0,0.675,riesgo
93762,2024-06-17,1.0,0.675,riesgo
819441,2024-06-03,1.0,0.675,riesgo
807828,2024-06-17,1.0,0.675,riesgo
762894,2024-06-10,1.0,0.675,riesgo
192226,2024-06-10,1.0,0.675,riesgo
773619,2024-06-10,1.0,0.675,riesgo
750673,2024-06-03,1.0,0.675,riesgo
816275,2024-06-10,1.0,0.675,riesgo
807002,2024-06-17,1.0,0.675,riesgo
814442,2024-06-03,1.0,0.675,riesgo
165675,2024-06-10,1.0,0.675,riesgo
178978,2024-06-24,1.0,0.676,riesgo
809382,2024-06-10,1.0,0.676,riesgo
130134,2024-06-24,1.0,0.676,riesgo
813480,2024-06-10,1.0,0.676,riesgo
815845,2024-06-03,1.0,0.676,riesgo
174205,2024-06-24,1.0,0.676,riesgo
9799,2024-06-10,1.0,0.676,riesgo
758912,2024-06-17,1.0,0.676,riesgo
723277,2024-06-03,1.0,0.676,riesgo
784312,2024-06-17,1.0,0.676,riesgo
813338,2024-06-24,1.0,0.676,riesgo
801511,2024-06-17,1.0,0.676,riesgo
813047,2024-06-24,1.0,0.676,riesgo
193150,2024-06-03,1.0,0.676,riesgo
192581,2024-06-03,1.0,0.676,riesgo
192793,2024-06-10,1.0,0.676,riesgo
792699,2024-06-03,1.0,0.676,riesgo
805155,2024-06-03,1.0,0.676,riesgo
804889,2024-06-24,1.0,0.676,riesgo
814720,2024-06-24,1.0,0.676,riesgo
815648,2024-06-17,1.0,0.676,riesgo
181392,2024-06-24,1.0,0.676,riesgo
796977,2024-06-24,1.0,0.676,riesgo
741314,2024-06-24,1.0,0.676,riesgo
132059,2024-06-17,1.0,0.676,riesgo
63958,2024-06-17,1.0,0.676,riesgo
815517,2024-06-17,1.0,0.677,riesgo
128309,2024-06-03,1.0,0.677,riesgo
172629,2024-06-17,1.0,0.677,riesgo
743249,2024-06-10,1.0,0.677,riesgo
779004,2024-06-24,1.0,0.677,riesgo
19989,2024-06-17,1.0,0.677,riesgo
807821,2024-06-17,1.0,0.677,riesgo
169788,2024-06-10,1.0,0.677,riesgo
164448,2024-06-17,1.0,0.677,riesgo
804102,2024-06-03,1.0,0.677,riesgo
727200,2024-06-24,1.0,0.677,riesgo
175141,2024-06-17,1.0,0.677,riesgo
812820,2024-06-17,1.0,0.677,riesgo
795683,2024-06-24,1.0,0.677,riesgo
818833,2024-06-03,1.0,0.677,riesgo
175258,2024-06-03,1.0,0.677,riesgo
162462,2024-06-10,1.0,0.677,riesgo
136714,2024-06-10,1.0,0.677,riesgo
819327,2024-06-24,1.0,0.677,riesgo
816751,2024-06-24,1.0,0.677,riesgo
123462,2024-06-10,1.0,0.677,riesgo
781678,2024-06-10,1.0,0.677,riesgo
1116,2024-06-03,1.0,0.677,riesgo
782415,2024-06-24,1.0,0.678,riesgo
85288,2024-06-03,1.0,0.678,riesgo
185908,2024-06-10,1.0,0.678,riesgo
797535,2024-06-17,1.0,0.678,riesgo
133298,2024-06-10,1.0,0.678,riesgo
127878,2024-06-17,1.0,0.678,riesgo
186620,2024-06-10,1.0,0.678,riesgo
9854,2024-06-10,1.0,0.678,riesgo
8739,2024-06-24,1.0,0.678,riesgo
185834,2024-06-03,1.0,0.678,riesgo
815952,2024-06-17,1.0,0.678,riesgo
125238,2024-06-10,1.0,0.678,riesgo
192803,2024-06-17,1.0,0.678,riesgo
818147,2024-06-24,1.0,0.678,riesgo
817139,2024-06-17,1.0,0.678,riesgo
575,2024-06-24,1.0,0.678,riesgo
119805,2024-06-10,1.0,0.678,riesgo
786237,2024-06-24,1.0,0.678,riesgo
120136,2024-06-10,1.0,0.678,riesgo
796928,2024-06-10,1.0,0.678,riesgo
819324,2024-06-10,1.0,0.678,riesgo
82123,2024-06-10,1.0,0.678,riesgo
161111,2024-06-17,1.0,0.678,riesgo
174632,2024-06-03,1.0,0.678,riesgo
753768,2024-06-10,1.0,0.678,riesgo
176726,2024-06-17,1.0,0.678,riesgo
795683,2024-06-17,1.0,0.678,riesgo
163928,2024-06-03,1.0,0.678,riesgo
62810,2024-06-10,1.0,0.678,riesgo
795807,2024-06-03,1.0,0.678,riesgo
772011,2024-06-10,1.0,0.678,riesgo
808209,2024-06-17,1.0,0.678,riesgo
818771,2024-06-10,1.0,0.678,riesgo
807167,2024-06-17,1.0,0.678,riesgo
810161,2024-06-24,1.0,0.678,riesgo
811057,2024-06-24,1.0,0.678,riesgo
171079,2024-06-10,1.0,0.678,riesgo
9878,2024-06-10,1.0,0.679,riesgo
9812,2024-06-17,1.0,0.679,riesgo
183927,2024-06-10,1.0,0.679,riesgo
162402,2024-06-24,1.0,0.679,riesgo
794352,2024-06-03,1.0,0.679,riesgo
191473,2024-06-03,1.0,0.679,riesgo
159619,2024-06-10,1.0,0.679,riesgo
172340,2024-06-17,1.0,0.679,riesgo
158009,2024-06-10,1.0,0.679,riesgo
799449,2024-06-03,1.0,0.679,riesgo
83915,2024-06-10,1.0,0.679,riesgo
700141,2024-06-03,1.0,0.679,riesgo
9685,2024-06-10,1.0,0.679,riesgo
812325,2024-06-24,1.0,0.679,riesgo
807452,2024-06-03,1.0,0.679,riesgo
795668,2024-06-10,1.0,0.679,riesgo
85798,2024-06-10,1.0,0.679,riesgo
817143,2024-06-24,1.0,0.679,riesgo
798588,2024-06-24,1.0,0.679,riesgo
819322,2024-06-24,1.0,0.679,riesgo
795630,2024-06-03,1.0,0.679,riesgo
8923,2024-06-17,1.0,0.679,riesgo
167042,2024-06-24,1.0,0.679,riesgo
8925,2024-06-24,1.0,0.679,riesgo
190715,2024-06-24,1.0,0.679,riesgo
819074,2024-06-10,1.0,0.679,riesgo
192033,2024-06-24,1.0,0.679,riesgo
12722,2024-06-24,1.0,0.679,riesgo
12573,2024-06-24,1.0,0.679,riesgo
752336,2024-06-24,1.0,0.679,riesgo
107514,2024-06-24,1.0,0.679,riesgo
793122,2024-06-10,1.0,0.679,riesgo
819539,2024-06-10,1.0,0.679,riesgo
166586,2024-06-10,1.0,0.68,riesgo
799219,2024-06-17,1.0,0.68,riesgo
704799,2024-06-24,1.0,0.68,riesgo
738227,2024-06-17,1.0,0.68,riesgo
819575,2024-06-24,1.0,0.68,riesgo
192225,2024-06-10,1.0,0.68,riesgo
161116,2024-06-24,1.0,0.68,riesgo
806184,2024-06-03,1.0,0.68,riesgo
813141,2024-06-17,1.0,0.68,riesgo
39871,2024-06-10,1.0,0.68,riesgo
815202,2024-06-24,1.0,0.68,riesgo
114696,2024-06-24,1.0,0.68,riesgo
801173,2024-06-03,1.0,0.68,riesgo
67623,2024-06-10,1.0,0.68,riesgo
776110,2024-06-17,1.0,0.68,riesgo
170200,2024-06-24,1.0,0.68,riesgo
808541,2024-06-17,1.0,0.68,riesgo
819125,2024-06-24,1.0,0.68,riesgo
46052,2024-06-17,1.0,0.68,riesgo
814721,2024-06-24,1.0,0.68,riesgo
37699,2024-06-03,1.0,0.68,riesgo
752244,2024-06-24,1.0,0.68,riesgo
820060,2024-06-24,1.0,0.68,riesgo
820159,2024-06-10,1.0,0.68,riesgo
758354,2024-06-17,1.0,0.681,riesgo
189967,2024-06-24,1.0,0.681,riesgo
167993,2024-06-03,1.0,0.681,riesgo
798588,2024-06-10,1.0,0.681,riesgo
819473,2024-06-03,1.0,0.681,riesgo
807207,2024-06-03,1.0,0.681,riesgo
803239,2024-06-24,1.0,0.681,riesgo
703948,2024-06-24,1.0,0.681,riesgo
172337,2024-06-24,1.0,0.681,riesgo
811826,2024-06-10,1.0,0.681,riesgo
189193,2024-06-10,1.0,0.681,riesgo
183744,2024-06-03,1.0,0.681,riesgo
810635,2024-06-17,1.0,0.681,riesgo
781033,2024-06-17,1.0,0.681,riesgo
815505,2024-06-10,1.0,0.681,riesgo
9683,2024-06-17,1.0,0.681,riesgo
164842,2024-06-24,1.0,0.681,riesgo
702927,2024-06-10,1.0,0.681,riesgo
767265,2024-06-24,1.0,0.681,riesgo
178508,2024-06-17,1.0,0.681,riesgo
185783,2024-06-10,1.0,0.681,riesgo
190190,2024-06-03,1.0,0.681,riesgo
814309,2024-06-10,1.0,0.681,riesgo
190828,2024-06-24,1.0,0.681,riesgo
128120,2024-06-10,1.0,0.681,riesgo
191861,2024-06-10,1.0,0.681,riesgo
750794,2024-06-17,1.0,0.681,riesgo
797497,2024-06-24,1.0,0.681,riesgo
729285,2024-06-24,1.0,0.681,riesgo
188138,2024-06-03,1.0,0.681,riesgo
119954,2024-06-03,1.0,0.681,riesgo
120097,2024-06-03,1.0,0.681,riesgo
730392,2024-06-24,1.0,0.681,riesgo
157509,2024-06-24,1.0,0.681,riesgo
163563,2024-06-17,1.0,0.682,riesgo
812315,2024-06-17,1.0,0.682,riesgo
795476,2024-06-24,1.0,0.682,riesgo
169666,2024-06-10,1.0,0.682,riesgo
163059,2024-06-24,1.0,0.682,riesgo
105975,2024-06-24,1.0,0.682,riesgo
813211,2024-06-24,1.0,0.682,riesgo
705405,2024-06-03,1.0,0.682,riesgo
815592,2024-06-10,1.0,0.682,riesgo
22,2024-06-03,1.0,0.682,riesgo
192577,2024-06-03,1.0,0.682,riesgo
815891,2024-06-10,1.0,0.682,riesgo
181321,2024-06-10,1.0,0.682,riesgo
162916,2024-06-17,1.0,0.682,riesgo
795263,2024-06-10,1.0,0.682,riesgo
165363,2024-06-17,1.0,0.682,riesgo
61281,2024-06-10,1.0,0.682,riesgo
7243,2024-06-17,1.0,0.682,riesgo
41744,2024-06-24,1.0,0.682,riesgo
181820,2024-06-03,1.0,0.682,riesgo
182410,2024-06-24,1.0,0.682,riesgo
120460,2024-06-17,1.0,0.682,riesgo
12633,2024-06-10,1.0,0.682,riesgo
192271,2024-06-10,1.0,0.682,riesgo
125261,2024-06-17,1.0,0.682,riesgo
802058,2024-06-24,1.0,0.682,riesgo
191036,2024-06-17,1.0,0.682,riesgo
814046,2024-06-03,1.0,0.682,riesgo
819240,2024-06-03,1.0,0.682,riesgo
1086,2024-06-03,1.0,0.682,riesgo
819784,2024-06-24,1.0,0.682,riesgo
808723,2024-06-10,1.0,0.682,riesgo
807036,2024-06-03,1.0,0.682,riesgo
813096,2024-06-03,1.0,0.683,riesgo
128045,2024-06-24,1.0,0.683,riesgo
138347,2024-06-10,1.0,0.683,riesgo
35035,2024-06-17,1.0,0.683,riesgo
819596,2024-06-17,1.0,0.683,riesgo
797322,2024-06-24,1.0,0.683,riesgo
35187,2024-06-10,1.0,0.683,riesgo
811956,2024-06-17,1.0,0.683,riesgo
177453,2024-06-24,1.0,0.683,riesgo
178070,2024-06-17,1.0,0.683,riesgo
125238,2024-06-03,1.0,0.683,riesgo
181816,2024-06-24,1.0,0.683,riesgo
191363,2024-06-17,1.0,0.683,riesgo
767265,2024-06-10,1.0,0.683,riesgo
731825,2024-06-10,1.0,0.683,riesgo
820159,2024-06-03,1.0,0.683,riesgo
188140,2024-06-24,1.0,0.684,riesgo
811908,2024-06-24,1.0,0.684,riesgo
171076,2024-06-03,1.0,0.684,riesgo
798306,2024-06-03,1.0,0.684,riesgo
170755,2024-06-17,1.0,0.684,riesgo
19068,2024-06-24,1.0,0.684,riesgo
800047,2024-06-24,1.0,0.684,riesgo
191473,2024-06-10,1.0,0.684,riesgo
820002,2024-06-10,1.0,0.684,riesgo
179897,2024-06-10,1.0,0.684,riesgo
788411,2024-06-10,1.0,0.684,riesgo
815087,2024-06-17,1.0,0.684,riesgo
723415,2024-06-10,1.0,0.684,riesgo
800069,2024-06-24,1.0,0.684,riesgo
807311,2024-06-03,1.0,0.684,riesgo
103808,2024-06-10,1.0,0.684,riesgo
34195,2024-06-17,1.0,0.684,riesgo
814631,2024-06-10,1.0,0.684,riesgo
14037,2024-06-10,1.0,0.684,riesgo
818177,2024-06-24,1.0,0.684,riesgo
137279,2024-06-24,1.0,0.684,riesgo
156651,2024-06-24,1.0,0.684,riesgo
812216,2024-06-10,1.0,0.684,riesgo
807246,2024-06-24,1.0,0.684,riesgo
770516,2024-06-10,1.0,0.684,riesgo
763067,2024-06-10,1.0,0.684,riesgo
173620,2024-06-24,1.0,0.684,riesgo
814379,2024-06-24,1.0,0.684,riesgo
819864,2024-06-10,1.0,0.684,riesgo
164018,2024-06-10,1.0,0.685,riesgo
82296,2024-06-24,1.0,0.685,riesgo
123805,2024-06-24,1.0,0.685,riesgo
131766,2024-06-24,1.0,0.685,riesgo
120063,2024-06-24,1.0,0.685,riesgo
34781,2024-06-03,1.0,0.685,riesgo
815131,2024-06-24,1.0,0.685,riesgo
817989,2024-06-24,1.0,0.685,riesgo
177064,2024-06-17,1.0,0.685,riesgo
190485,2024-06-17,1.0,0.685,riesgo
814088,2024-06-03,1.0,0.685,riesgo
185754,2024-06-03,1.0,0.685,riesgo
127494,2024-06-17,1.0,0.685,riesgo
799892,2024-06-17,1.0,0.685,riesgo
803894,2024-06-24,1.0,0.685,riesgo
161179,2024-06-24,1.0,0.685,riesgo
